location_id,location_name,location_type,location_place,quest_id
919,Задар (строение 2),Канализация,Лок Муинне,71
920,База Саламандр (строение 2),Деревня,Пойма Сансретура к востоку от Боклера,135
921,Корво Бьянко (строение 2),Кузница,Неизвестно,
922,Вызима (озеро) (строение 2),Казарма,Купеческий квартал,
923,Грязищи (строение 2),Рынок,Сан-Себастьян Боклер,
924,Аукционный дом Братьев Борсоди (строение 2),Руины крепости,Долина под Форнхалой,
925,Деревня Мышинец (строение 2),Город,К западу от Лирии к югу от Орлиного Ручья,560
926,Банк Чианфанелли (строение 2),Хитроумная конструкция,Неизвестно,251
927,Залив Сирени (строение 2),Усадьба,Долина Сансретура Туссент,282
928,Банк Вивальди (строение 2),Озеро,Вокруг города,
929,Деревня Клыки (строение 2),Область,Север Велена,122
930,Короната (строение 2),Здание,Север Оксенфурта,
931,Имение Ронневиль (строение 2),Деревня,Восточнее деревни Сворки,
932,Дом Сары (строение 2),Банк,Верхний город Боклер,
933,Башня мага (строение 2),Залив,Великое море,599
934,Грань Бороса (строение 2),Банк,Площадь Иерарха,613
935,Дом Маркграфа Хенкеля (строение 2),Разрушенная деревня,Запад Велена,
936,Каэр Альмхульд (строение 2),Усадьба,Долина Сансретура Туссент,592
937,Каэр Ниссен (строение 2),УсадьбаОпустевшее селение,Виноградник Ортенз,77
938,Каналы Оксенфурта (строение 2),Дом,К югу от Площади Иерарха,217
939,Деревня Клыки (строение 2),Башня,Левый берег Вызимы,443
940,Главная деревня (строение 2),Город руины,Запад Махакамского перевала,
941,Ветряная мельница Дульсинеи (строение 2),Дом,Новиград,427
942,Большая топь (строение 2),Остров-крепостьТюрьма (ранее),К западу от Эльдберга,26
943,Деревня Вересковка (строение 2),Руины,Ард Скеллиг,
944,Главный рынок Боклера (строение 2),Канализация,Оксенфурт,422
945,Драконья долина (строение 2),Разрушенная деревня,Запад Велена,
946,Аллея висельников (строение 2),Деревня,Неизвестно,
947,Деревня Харвикен (строение 2),Мельница,Долина Сансретура к северу от «Куролиска»,169
948,Игорный притон (строение 2),Область,Юг Велена,174
949,Вызимское кладбище (строение 2),Деревня,Северо-запад Велена,
950,Деревня Глинник (строение 2),Площадь,Верхний город Боклер,
951,Дом Маркграфа Хенкеля (строение 2),Долина,К северо-востоку от Оксенфурта,
952,Глиняные ямы (локация) (строение 2),Дорога,К западу от Больших Сучьев,592
953,Долина Ведетте (строение 2),Деревня,Фаро,129
954,Карбон (строение 2),Таверна,Купеческий квартал,553
955,Золотой сток (строение 2),Кладбище,Неизвестно,
956,Каменный круг (строение 2),Деревня,К югу от Врониц,
957,Грязищи (строение 2),Дом,Новиград,
958,Двор празднолюбцев (строение 2),Глиняный карьер,Южнее деревни кирпичников,
959,Госпиталь Вильмериуса (строение 2),Долина,Север Туссента,438
960,Западные ворота (строение 2),Гора и город,Восток Махакама,586
961,Вроницы (регион) (строение 2),Город,Неизвестно,
962,Безопасный приют (Храмовый квартал) (строение 2),Круг,Ард Скеллиг,
963,Ингдален (строение 2),Область,Север Велена,
964,Блокпост Ордена (строение 2),Разрушенная усадьба,К югу от Врониц,501
965,Алтарь Вейопатиса (строение 2),Госпиталь,Обрезки Новиград,307
966,Корчма «Старый порт» (строение 2),Ворота,Оксенфурт,567
967,Горький сад (строение 2),Область,Северо-запад Велена,
968,Дом Шани (строение 2),Хитроумная конструкция,Неизвестно,
969,Корчма «Алхимия» (строение 2),Остров,К северу от Хиндарсфьялла,380
970,Кладбище на болотах (строение 2),Пост,Храмовый квартал,
971,Глиняные ямы (локация) (строение 2),Статуя,Леса Флотзама,
972,Каменоломня Старые Хрычи (строение 2),Таверна,Ундвик,129
973,Деревня Тодерас (строение 2),Опустевшее селение,К юго-западу от Луковца,
974,Корчма «Зимородок» (строение 2),Дом,Храмовый квартал,
975,Заброшенный склад (строение 2),Корчма,Оксенфурт,
976,Дом Абигайл (строение 2),Хитроумная конструкция,Неизвестно,90
977,Деревня Стёжки (строение 2),Глиняный карьер,Южнее деревни кирпичников,
978,Грот драконобойца (строение 2),Каменоломня,Велен,220
979,Врата Восходящего Солнца (строение 2),Деревня,Восток Велена,59
980,Краснолюдские катакомбы (строение 2),Корчма,Новиград Площадь Иерарха,
981,Канализация Вызимы (строение 2),Склад,Леса Кароберты к востоку от Тесхам Мутна,571
982,Брошенная лесопилка (строение 2),Хитроумная конструкция,Неизвестно,
983,Деревня Фирсдаль (строение 2),Деревня,К западу от Коломницы,181
984,Врата Металлургов (строение 2),Пещера,К северо-западу от Кривоуховых топей,196
985,Корчма «Под Серебряной Саламандрой» (строение 2),Ворота,Верхний город Боклер,
986,Деревня Рудник (строение 2),Захоронение,Окрестности Вергена,553
987,«Колокола Боклера» (строение 2),Канализация,Неизвестно,120
988,Деревня Альнесс (строение 2),Лесопилка,Ард Скеллиг,
989,Деревня Карстен (строение 2),Деревня,Ард Скеллиг,151
990,Дом Сары (строение 2),Ворота,Верген,414
991,Корчма «Под бочкой и шпунтом» (строение 2),Корчма,Долина Ведетте на берегу Сансретура,599
992,Дерево странников (строение 2),Деревня,Северный берег Моречка,
993,Алтарь Вейопатиса (строение 2),Бордель,Порт Боклера,
994,Ингдален (строение 2),Деревня,Золотые поля,567
995,Долина Сансретура (строение 2),Деревня,Неизвестно,501
996,Альдерсберг (строение 2),Дом,К югу от Площади Иерарха,92
997,Корчма «Под бочкой и шпунтом» (строение 2),Корчма,Деревня Фловив,
998,Заброшенная бочарня (строение 2),Дерево,Юг Аэдирна,
999,Глиняные ямы (локация) (строение 2),Статуя,Леса Флотзама,85
1000,Верхняя мельница (строение 2),Остров,К северу от Хиндарсфьялла,129
1001,Деревня Сворлаг (строение 2),Долина,К северу от Боклера,224
1002,Дом кузнеца (строение 2),Город,Неизвестно,252
1003,Краснолюдские катакомбы (строение 2),Корчма,Деревня Фловив,166
1004,Замок Ла Валетт (строение 2),Бочарня,Леса Кароберты,571
1005,Каналы Оксенфурта (строение 2),Глиняный карьер,Южнее деревни кирпичников,
1006,Деревня Ферлунд (строение 2),Мельница,К востоку от Броновиц,443
1007,Заброшенный храм пророка Лебеды (строение 2),Деревня,Спикероог,566
1008,Ворота в Старую Вызиму (строение 2),Дом,Темноводье,56
1009,Деревня Большие Сучья (строение 2),Захоронение,Окрестности Вергена,
1010,Деревня Бландаре (строение 2),Замок,Неизвестно,153
1011,Дерево висельников (строение 2),Канализация,Оксенфурт,213
1012,Кладбище у Монкрана (строение 2),Деревня,Ард Скеллиг,435
1013,Игорный притон (строение 2),Святилище,Долина Сансретура,
1014,Кладбище големов (строение 2),Ворота,Дамба Вызимы,
1015,Дом Вепря (строение 2),Деревня,К западу от Врониц,
1016,Деревня Черминь (строение 2),Деревня,Ард Скеллиг,237
1017,Кладбище Белого Сада (строение 2),Дерево,К северу от Яворника,
1018,Вызима (озеро) (строение 2),Кладбище,Пустоши к западу от Монкрана,60
1019,Деревня Вересковка (строение 2),Таверна,Купеческий квартал,
1020,Деревня Квальхейм (строение 2),Хитроумная конструкция,Неизвестно,422
1021,Бочарня на склонах (строение 2),Святилище,Велен,
1022,Градова гора (строение 2),ДеревняОпустевшее селение,К югу от деревни Стёжки,
1023,Дол Ду Локке (строение 2),Кладбище,К северу от деревни,636
1024,Журавлиный мыс (строение 2),Озеро,Вокруг города,
1025,Дом Сары (строение 2),Деревня,Северо-запад Велена,457
1026,Грот Альбертуса (строение 2),ДеревняЛагерь бандитов,Ард Скеллиг,599
1027,Дом ведьмака (строение 2),Поселение,Склоны Горгоны к западу от тюрьмы Бастой,38
1028,Деревня Ферлунд (строение 2),Гора,Ард Скеллиг,
1029,Вороний Яр (строение 2),Долина,Неизвестно,566
1030,Залив Сирени (строение 2),Мыс,К северу от Новиграда,
1031,Деревня Сунд (строение 2),Дом,К югу от Площади Иерарха,
1032,Гиндар (строение 2),Пещера,Склоны Горгоны,
1033,Корчма «Под Серебряной Саламандрой» (строение 2),Дом,Неизвестно,20
1034,Деревня Клыки (строение 2),Деревня,Ард Скеллиг,553
1035,Горький сад (строение 2),Каменоломня,Неизвестно,
1036,Кладбище китов (строение 2),Залив,Великое море,
1037,«Книги и свитки» (строение 2),Деревня,Ард Скеллиг,549
1038,Вилла Орианы (строение 2),Роща,Хиндарсфьялл,605
1039,Гнездо чудовища (строение 2),Корчма,Долина Ведетте на берегу Сансретура,146
1040,Коломница (строение 2),Разрушенная деревня,Запад Велена,
1041,Башка тролля (строение 2),Опустевшее селение,К юго-западу от Луковца,382
1042,Жилище Филиппы Эйльхарт (строение 2),Побережье,Ард Скеллиг,502
1043,Дикий берег (строение 2),Книжная лавка,Рынок на площади Иерарха,
1044,Долина Ведетте (строение 2),Поместье,Боклер,
1045,Вроницы (регион) (строение 2),Хитроумная конструкция,Неизвестно,553
1046,Деревня Подлесье (строение 2),Остров,Озеро Моречко,
1047,Деревня Гольмштейн (строение 2),Гора,К северу от Каэр Морхена,201
1048,Журавлиный остров (строение 2),Жилище чародейки,Верген,446
1049,Квартал Нелюдей (строение 2),Жилище чародейки,Лок Муинне,521
1050,Килкеринн (строение 2),Побережье,Ард Скеллиг,
1051,Гробница Ворона (строение 2),Долина,Север Туссента,250
1052,Дом Трисс в Обрезках (строение 2),Область,Северо-запад Велена,166
